"id","station_ID","Date","TemperatureCAvg","TemperatureCMax","TemperatureCMin","WindkmhDir","WindkmhGust","WindkmhInt"
1358,8548,2014-06-26,16.7,20.3,14.2,"NW",25.2,7.4
1359,8541,2014-06-26,18.5,22.3,15.4,"NW",46.8,19.5
1360,8567,2014-06-26,15.8,22.6,11,"WSW",32.4,8.7
1362,8541,2014-06-26,18.5,22.3,15.4,"NW",46.8,19.5
1363,8551,2014-06-26,16,20.3,11.3,"WNW",32.4,5.4
1364,8554,2014-06-26,20.8,26.7,16.3,"W",46.8,17.4
1365,8554,2014-06-27,21.2,23.8,16.8,"SSW",32.4,13.8
1368,8558,2014-06-27,20.5,28.6,13.2,"NW",36,15.3
1369,8551,2014-06-27,16.7,22.3,11.7,"W",21.6,1.5
1371,8548,2014-06-27,18.4,24,14.1,"NW",28.8,8.7
1372,8570,2014-06-27,20.4,29,13.2,"W",36,10.4
1373,8567,2014-06-27,16.8,24.2,10.7,"W",32.4,7.1
1374,8570,2014-06-27,20.4,29,13.2,"W",36,10.4
1375,8551,2014-06-27,16.7,22.3,11.7,"W",21.6,1.5
1377,8548,2014-06-28,18.4,24.2,14.2,"WNW",28.8,9.6
1378,8521,2014-06-28,20.3,24.4,17,"NNE",NA,14
1379,8570,2014-06-28,21,29.3,14.3,"W",50.4,12.9
1380,8567,2014-06-28,17,23.4,11.4,"W",32.4,8.4
1381,8554,2014-06-28,22.8,26.3,18.4,"SW",36,11.7
1382,8570,2014-06-28,21,29.3,14.3,"W",50.4,12.9
1383,8561,2014-06-29,19.7,26.8,12.1,"WNW",39.6,18.9
1384,8561,2014-06-29,19.7,26.8,12.1,"WNW",39.6,18.9
1385,8567,2014-06-29,15,21.5,8.5,"WSW",39.6,9.8
1386,8537,2014-06-29,NA,NA,NA,NA,NA,NA
1387,8558,2014-06-29,19.7,27.7,12.8,"WNW",43.2,23.9
1388,8551,2014-06-29,16.8,21.5,12.7,"W",43.2,3.6
1389,8570,2014-06-29,18.1,24.6,11.5,"WNW",46.8,16.7
1390,8554,2014-06-29,22.6,29.3,16.7,"WNW",43.2,19.5
1391,8548,2014-06-29,16.8,22.1,12.6,"NW",32.4,10.2
1393,8548,2014-06-29,16.8,22.1,12.6,"NW",32.4,10.2
1394,8561,2014-06-29,19.7,26.8,12.1,"WNW",39.6,18.9
1395,8558,2014-06-29,19.7,27.7,12.8,"WNW",43.2,23.9
1396,8561,2014-06-30,19.4,26.6,11.9,"NW",39.6,19.4
1397,8567,2014-06-30,15.2,22,8.9,"WNW",36,7.1
1398,8521,2014-06-30,21.3,24.1,19.8,"NNE",28.8,19.4
1399,8562,2014-06-30,19.8,27.3,12.1,"NW",NA,16.5
1400,8558,2014-06-30,19.5,27.3,13.3,"NW",39.6,18.5
1401,8570,2014-07-01,20.8,29.8,14,"WNW",39.6,13.1
1402,8570,2014-07-01,20.8,29.8,14,"WNW",39.6,13.1
1404,8567,2014-07-01,16.7,22.9,10.1,"W",36,8.9
1405,8562,2014-07-01,20,28.6,12.6,"WNW",NA,18.8
1406,8562,2014-07-01,20,28.6,12.6,"WNW",NA,18.8
1407,8561,2014-07-01,19.6,28.3,12.2,"WNW",43.2,18
1408,8570,2014-07-02,17.7,23.7,12.3,"WNW",43.2,17.9
1409,8562,2014-07-02,18.1,23.7,13.8,"W",NA,18.2
1410,8558,2014-07-02,18.2,26,12.9,"WNW",43.2,18.5
1411,8541,2014-07-02,18.2,21.9,16.2,"NW",43.2,21.5
1412,8554,2014-07-02,20.1,24.4,16.6,"W",43.2,20.1
1413,8521,2014-07-02,21.5,26.3,18.1,"N",46.8,22.1
1414,8521,2014-07-02,21.5,26.3,18.1,"N",46.8,22.1
1415,8558,2014-07-02,18.2,26,12.9,"WNW",43.2,18.5
1416,8567,2014-07-02,14.6,18.1,12.1,"W",32.4,7.5
1417,8521,2014-07-02,21.5,26.3,18.1,"N",46.8,22.1
1418,8567,2014-07-02,14.6,18.1,12.1,"W",32.4,7.5
1419,8551,2014-07-02,16.8,21.4,13.8,"CAL",21.6,0
1420,8561,2014-07-03,18.4,24.5,13.9,"NW",50.4,18.9
1421,8541,2014-07-03,18.4,21.8,16,"NW",57.6,24.3
1422,8531,2014-07-03,NA,NA,NA,"N",36,22.8
1423,8558,2014-07-03,17.6,25.1,10.5,"NW",50.4,17.1
1425,8567,2014-07-03,16.1,23,12.3,"N",39.6,5.9
1426,8561,2014-07-03,18.4,24.5,13.9,"NW",50.4,18.9
1427,8548,2014-07-03,17,21.3,14.2,"NNW",32.4,7.7
1428,8561,2014-07-03,18.4,24.5,13.9,"NW",50.4,18.9
1429,8551,2014-07-03,19.4,24.7,14.1,"W",32.4,0.7
1430,8558,2014-07-03,17.6,25.1,10.5,"NW",50.4,17.1
1431,8558,2014-07-03,17.6,25.1,10.5,"NW",50.4,17.1
1432,8558,2014-07-03,17.6,25.1,10.5,"NW",50.4,17.1
1433,8541,2014-07-04,18.6,23.2,15.3,"NW",46.8,17.6
1435,8541,2014-07-04,18.6,23.2,15.3,"NW",46.8,17.6
1436,8554,2014-07-04,20.5,24.4,16.3,"WSW",28.8,15.3
1437,8521,2014-07-04,20.6,23.7,18.6,"NNE",43.2,19.4
1438,8554,2014-07-04,20.5,24.4,16.3,"WSW",28.8,15.3
1439,8570,2014-07-04,19.1,27.3,14.5,"WSW",39.6,9
1440,8558,2014-07-05,21.7,31.1,13.1,"NW",36,14.4
1441,8554,2014-07-05,21.9,25.2,17.4,"SW",21.6,9.9
1442,8554,2014-07-05,21.9,25.2,17.4,"SW",21.6,9.9
1443,8521,2014-07-05,20.4,23.8,17.7,"NNE",NA,16.7
1445,8562,2014-07-05,22.1,30.7,13.5,"WNW",NA,12.2
1446,8537,2014-07-05,NA,NA,NA,"NNW",32.4,14.4
1447,8558,2014-07-05,21.7,31.1,13.1,"NW",36,14.4
1448,8537,2014-07-05,NA,NA,NA,"NNW",32.4,14.4
1449,8562,2014-07-05,22.1,30.7,13.5,"WNW",NA,12.2
1450,8562,2014-07-05,22.1,30.7,13.5,"WNW",NA,12.2
1451,8551,2014-07-05,18.1,21.4,16.5,"CAL",32.4,0
1452,8561,2014-07-05,21.4,30.2,13.3,"NW",36,13.5
1453,8561,2014-07-06,21.3,30.2,13.3,"WNW",36,16.7
1454,8570,2014-07-06,22,30.4,15.9,"W",39.6,13.5
1455,8567,2014-07-07,15,21.3,9.8,"WSW",32.4,5.9
1456,8561,2014-07-07,18.6,22.8,11.8,"W",39.6,17.6
1457,8521,2014-07-07,21.3,24,19.3,"SSW",NA,9.3
1458,8537,2014-07-07,NA,NA,NA,NA,NA,NA
1459,8562,2014-07-07,18.8,23.2,11.6,"W",NA,17.3
1460,8521,2014-07-07,21.3,24,19.3,"SSW",NA,9.3
1461,8558,2014-07-07,18.5,24.5,12.8,"WNW",39.6,20.7
1463,8521,2014-07-07,21.3,24,19.3,"SSW",NA,9.3
1464,8567,2014-07-07,15,21.3,9.8,"WSW",32.4,5.9
1465,8537,2014-07-07,NA,NA,NA,NA,NA,NA
1466,8561,2014-07-08,19.8,27.7,12.5,"NW",43.2,17.6
1467,8562,2014-07-08,20.4,28.7,12,"NW",NA,17.1
1468,8561,2014-07-08,19.8,27.7,12.5,"NW",43.2,17.6
1469,8558,2014-07-08,19.9,28.4,12.7,"NW",43.2,20.7
1470,8558,2014-07-08,19.9,28.4,12.7,"NW",43.2,20.7
1472,8562,2014-07-08,20.4,28.7,12,"NW",NA,17.1
1473,8567,2014-07-08,15.8,22.3,10.2,"W",32.4,7.4
1474,8561,2014-07-08,19.8,27.7,12.5,"NW",43.2,17.6
1475,8548,2014-07-08,16.9,22.4,12.3,"NNW",36,10.5
1477,8558,2014-07-08,19.9,28.4,12.7,"NW",43.2,20.7
1478,8570,2014-07-09,22.9,30,15.3,"N",43.2,12.6
1479,8567,2014-07-09,18.5,25.1,12.3,"N",36,9
1480,8558,2014-07-09,22.1,31.6,13.6,"NNW",36,16.7
1481,8521,2014-07-09,21,23.6,19,"NNE",50.4,24.2
1482,8537,2014-07-09,NA,NA,NA,"N",43.2,19.2
1483,8548,2014-07-09,18.2,23.9,12.8,"NNW",39.6,10.1
1484,8558,2014-07-09,22.1,31.6,13.6,"NNW",36,16.7
1485,8551,2014-07-09,18.4,23.5,13.7,"W",39.6,1.4
1486,8575,2014-07-09,18.8,26.6,10.5,"WNW",36,8.1
1487,8521,2014-07-09,21,23.6,19,"NNE",50.4,24.2
1488,8541,2014-07-09,18.9,25.3,14.6,"NNW",54,24
1489,8561,2014-07-09,22.2,32.1,13.1,"NNW",39.6,16.7
1490,8521,2014-07-09,21,23.6,19,"NNE",50.4,24.2
1491,8567,2014-07-09,18.5,25.1,12.3,"N",36,9
1492,8521,2014-07-09,21,23.6,19,"NNE",50.4,24.2
1493,8558,2014-07-09,22.1,31.6,13.6,"NNW",36,16.7
1494,8558,2014-07-09,22.1,31.6,13.6,"NNW",36,16.7
1496,8575,2014-07-09,18.8,26.6,10.5,"WNW",36,8.1
1497,8570,2014-07-09,22.9,30,15.3,"N",43.2,12.6
1498,8541,2014-07-09,18.9,25.3,14.6,"NNW",54,24
1499,8567,2014-07-09,18.5,25.1,12.3,"N",36,9
1500,8558,2014-07-09,22.1,31.6,13.6,"NNW",36,16.7
1501,8521,2014-07-10,20.4,23.7,18.7,"NNE",61.2,33.8
1502,8521,2014-07-10,20.4,23.7,18.7,"NNE",61.2,33.8
1503,8521,2014-07-10,20.4,23.7,18.7,"NNE",61.2,33.8
1504,8567,2014-07-10,20.3,28.5,10.9,"NW",28.8,7.7
1505,8521,2014-07-10,20.4,23.7,18.7,"NNE",61.2,33.8
1506,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1507,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1508,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1509,8554,2014-07-10,23.3,27.2,19.4,"SE",25.2,11.7
1511,8562,2014-07-10,27.6,36.2,15.6,"NNW",NA,10.2
1512,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1513,8558,2014-07-10,26.4,35.9,15,"NNW",43.2,11.7
1515,8548,2014-07-10,23,30.5,17.9,"NE",50.4,14.1
1516,8562,2014-07-10,27.6,36.2,15.6,"NNW",NA,10.2
1517,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1518,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1519,8570,2014-07-10,24.6,32.2,16,"NNE",36,17.3
1520,8521,2014-07-10,20.4,23.7,18.7,"NNE",61.2,33.8
1521,8541,2014-07-10,21.7,26.3,16.1,"NNW",39.6,18.3
1522,8521,2014-07-10,20.4,23.7,18.7,"NNE",61.2,33.8
1523,8567,2014-07-11,20.6,28.8,11.9,"NW",28.8,7.1
1524,8521,2014-07-11,20.8,24.1,18.8,"NNE",39.6,16.2
1527,8570,2014-07-11,23.9,31.2,16.3,"NNE",39.6,13.8
1530,8570,2014-07-11,23.9,31.2,16.3,"NNE",39.6,13.8
1532,8570,2014-07-11,23.9,31.2,16.3,"NNE",39.6,13.8
1536,8521,2014-07-11,20.8,24.1,18.8,"NNE",39.6,16.2
1537,8558,2014-07-11,26.9,36.1,16.9,"NW",32.4,10.4
1538,8567,2014-07-11,20.6,28.8,11.9,"NW",28.8,7.1
1539,8562,2014-07-11,27.7,37,20.2,"W",NA,11.9
1540,8522,2014-07-11,21.2,24.5,18.8,"W",21.6,3.6
1541,8567,2014-07-11,20.6,28.8,11.9,"NW",28.8,7.1
1543,8521,2014-07-11,20.8,24.1,18.8,"NNE",39.6,16.2
1544,8558,2014-07-11,26.9,36.1,16.9,"NW",32.4,10.4
1545,8575,2014-07-11,18.6,27.1,9.7,"SSE",32.4,8
1546,8548,2014-07-11,22.9,31,17.5,"NE",50.4,11.6
1547,8548,2014-07-12,22,32.2,14.2,"N",46.8,8.7
1548,8541,2014-07-12,23,30.2,15.9,"NNW",39.6,14.4
1550,8570,2014-07-12,25.5,33.2,18.1,"N",32.4,10.4
1551,8541,2014-07-12,23,30.2,15.9,"NNW",39.6,14.4
1552,8561,2014-07-12,27.1,36.5,16,"NW",32.4,12.6
1553,8551,2014-07-12,20.7,26.7,15.1,"CAL",21.6,0
1556,8570,2014-07-12,25.5,33.2,18.1,"N",32.4,10.4
1557,8570,2014-07-12,25.5,33.2,18.1,"N",32.4,10.4
1559,8558,2014-07-12,27,36.1,17.6,"NNW",32.4,12.2
1561,8558,2014-07-12,27,36.1,17.6,"NNW",32.4,12.2
1562,8558,2014-07-12,27,36.1,17.6,"NNW",32.4,12.2
1563,8558,2014-07-12,27,36.1,17.6,"NNW",32.4,12.2
1564,8521,2014-07-12,20.1,23,17.4,"NW",NA,6.7
1565,8561,2014-07-12,27.1,36.5,16,"NW",32.4,12.6
1566,8567,2014-07-12,21.8,29.9,13.4,"NNW",25.2,6.5
1567,8521,2014-07-12,20.1,23,17.4,"NW",NA,6.7
1569,8567,2014-07-13,22.7,30.4,15.4,"NNW",21.6,6.1
1570,8561,2014-07-13,25.3,36.5,13.9,"WNW",43.2,14.9
1571,8561,2014-07-13,25.3,36.5,13.9,"WNW",43.2,14.9
1572,8567,2014-07-13,22.7,30.4,15.4,"NNW",21.6,6.1
1573,8558,2014-07-13,25.6,36.6,12.2,"NW",32.4,13.1
1574,8561,2014-07-13,25.3,36.5,13.9,"WNW",43.2,14.9
1575,8521,2014-07-13,20.6,22.5,17.5,"N",NA,11.3
1576,8548,2014-07-13,20.3,29.4,14.2,"WSW",25.2,6.4
1577,8570,2014-07-13,26.6,34.8,18.6,"WNW",32.4,7.8
1578,8521,2014-07-13,20.6,22.5,17.5,"N",NA,11.3
1579,8567,2014-07-13,22.7,30.4,15.4,"NNW",21.6,6.1
1580,8521,2014-07-13,20.6,22.5,17.5,"N",NA,11.3
1582,8548,2014-07-13,20.3,29.4,14.2,"WSW",25.2,6.4
1583,8521,2014-07-13,20.6,22.5,17.5,"N",NA,11.3
1584,8548,2014-07-13,20.3,29.4,14.2,"WSW",25.2,6.4
1585,8567,2014-07-13,22.7,30.4,15.4,"NNW",21.6,6.1
1586,8567,2014-07-13,22.7,30.4,15.4,"NNW",21.6,6.1
1587,8521,2014-07-13,20.6,22.5,17.5,"N",NA,11.3
1589,8570,2014-07-14,26.8,34.9,18,"W",36,9.3
1590,8561,2014-07-14,23.2,33.7,14.2,"WNW",36,15.3
1592,8567,2014-07-14,22.9,30.3,16.2,"WNW",32.4,7.2
1593,8537,2014-07-14,NA,NA,NA,NA,NA,NA
1594,8522,2014-07-14,21.9,25,19.3,"W",18,3.6
1595,8567,2014-07-14,22.9,30.3,16.2,"WNW",32.4,7.2
1598,8548,2014-07-14,19.1,26.7,14.2,"NW",28.8,8
1600,8551,2014-07-14,18.6,23.4,14.5,"W",39.6,0.5
1601,8554,2014-07-14,23.6,26.2,20.3,"ESE",21.6,8.7
1602,8548,2014-07-14,19.1,26.7,14.2,"NW",28.8,8
1603,8551,2014-07-14,18.6,23.4,14.5,"W",39.6,0.5
1604,8521,2014-07-14,20.9,24.1,18.6,"NNE",36,14.9
1605,8567,2014-07-14,22.9,30.3,16.2,"WNW",32.4,7.2
1606,8570,2014-07-14,26.8,34.9,18,"W",36,9.3
1607,8551,2014-07-15,19.4,25.3,14.2,"CAL",36,0
1608,8558,2014-07-15,25.2,35.2,15.3,"WNW",32.4,9.5
1609,8521,2014-07-15,21,24.4,18.3,"NNE",39.6,16.2
1611,8548,2014-07-15,20.7,29.2,14.9,"WNW",28.8,8.3
1612,8570,2014-07-15,27.4,35.5,18.5,"W",32.4,7.8
1614,8521,2014-07-15,21,24.4,18.3,"NNE",39.6,16.2
1617,8521,2014-07-15,21,24.4,18.3,"NNE",39.6,16.2
1618,8561,2014-07-15,24.1,34.4,15.5,"WNW",28.8,12.2
1622,8561,2014-07-15,24.1,34.4,15.5,"WNW",28.8,12.2
1623,8558,2014-07-15,25.2,35.2,15.3,"WNW",32.4,9.5
1624,8570,2014-07-15,27.4,35.5,18.5,"W",32.4,7.8
1625,8561,2014-07-15,24.1,34.4,15.5,"WNW",28.8,12.2
1626,8567,2014-07-15,24.2,31.7,17.1,"WNW",21.6,5.4
1627,8570,2014-07-15,27.4,35.5,18.5,"W",32.4,7.8
1628,8558,2014-07-16,25.9,36.5,15.6,"NW",32.4,10.8
1631,8558,2014-07-16,25.9,36.5,15.6,"NW",32.4,10.8
1632,8551,2014-07-16,17,21.9,12.3,"CAL",NA,0
1633,8570,2014-07-16,27.2,35.8,18.8,"W",28.8,8.6
1634,8570,2014-07-16,27.2,35.8,18.8,"W",28.8,8.6
1635,8521,2014-07-16,21.5,24.5,18.9,"NNE",32.4,15.8
1636,8570,2014-07-16,27.2,35.8,18.8,"W",28.8,8.6
1637,8558,2014-07-16,25.9,36.5,15.6,"NW",32.4,10.8
1638,8570,2014-07-16,27.2,35.8,18.8,"W",28.8,8.6
1641,8567,2014-07-16,24.4,33,17.5,"W",28.8,5.4
1642,8567,2014-07-16,24.4,33,17.5,"W",28.8,5.4
1643,8570,2014-07-16,27.2,35.8,18.8,"W",28.8,8.6
1644,8567,2014-07-16,24.4,33,17.5,"W",28.8,5.4
1645,8561,2014-07-16,26.1,35.8,15.8,"WNW",NA,13.5
1646,8521,2014-07-16,21.5,24.5,18.9,"NNE",32.4,15.8
1650,8567,2014-07-17,24.4,34.6,14.8,"SW",36,5.4
1651,8551,2014-07-17,17.1,23.1,13.3,"CAL",NA,0
1652,8562,2014-07-17,27.8,39.4,14.8,"WSW",NA,12.5
1653,8567,2014-07-17,24.4,34.6,14.8,"SW",36,5.4
1654,8570,2014-07-17,28.3,37,16.7,"WSW",36,9
1655,8558,2014-07-17,26.2,38.5,12.1,"WSW",32.4,9.5
1657,8551,2014-07-17,17.1,23.1,13.3,"CAL",NA,0
1659,8521,2014-07-17,21.4,24.4,18.3,"NNW",NA,10.8
1660,8567,2014-07-17,24.4,34.6,14.8,"SW",36,5.4
1661,8521,2014-07-17,21.4,24.4,18.3,"NNW",NA,10.8
1662,8521,2014-07-17,21.4,24.4,18.3,"NNW",NA,10.8
1663,8570,2014-07-18,24.7,34.2,14.8,"WSW",28.8,9.5
1664,8570,2014-07-18,24.7,34.2,14.8,"WSW",28.8,9.5
1665,8570,2014-07-18,24.7,34.2,14.8,"WSW",28.8,9.5
1666,8521,2014-07-18,21,25.3,17.5,"NNE",NA,9.9
1667,8558,2014-07-18,23.8,35.7,12.4,"WNW",36,11.7
1668,8567,2014-07-18,19.6,27.6,12.3,"SW",25.2,5.4
1669,8521,2014-07-18,21,25.3,17.5,"NNE",NA,9.9
1670,8521,2014-07-18,21,25.3,17.5,"NNE",NA,9.9
1671,8521,2014-07-18,21,25.3,17.5,"NNE",NA,9.9
1672,8567,2014-07-19,17,22.4,13.6,"WSW",32.4,6.5
1673,8570,2014-07-19,20.2,24.6,15.2,"WSW",32.4,12
1674,8558,2014-07-19,21.2,28.9,15.3,"WSW",32.4,15.3
1675,8558,2014-07-19,21.2,28.9,15.3,"WSW",32.4,15.3
1676,8541,2014-07-19,19.5,23,16,"SW",25.2,13.1
1677,8561,2014-07-20,18.5,25,5.4,"WSW",39.6,18.9
1678,8537,2014-07-20,NA,NA,NA,NA,NA,NA
1679,8521,2014-07-20,21.2,24.7,19.1,"NNW",NA,15.3
1680,8521,2014-07-20,21.2,24.7,19.1,"NNW",NA,15.3
1681,8551,2014-07-20,18.4,21.7,16.4,"CAL",21.6,0
1683,8551,2014-07-20,18.4,21.7,16.4,"CAL",21.6,0
1684,8558,2014-07-21,20.4,28.3,13.3,"NW",36,15.3
1685,8521,2014-07-21,21.7,24.7,18.9,"NNE",NA,14.9
1686,8562,2014-07-21,NA,NA,NA,"NW",NA,15.4
1687,8558,2014-07-21,20.4,28.3,13.3,"NW",36,15.3
1688,8558,2014-07-21,20.4,28.3,13.3,"NW",36,15.3
1689,8521,2014-07-21,21.7,24.7,18.9,"NNE",NA,14.9
1690,8537,2014-07-21,NA,NA,NA,NA,NA,NA
1691,8561,2014-07-21,20.5,27.8,14.2,"NW",39.6,14.9
1693,8541,2014-07-21,18.9,23,15,"NNW",43.2,21.3
1694,8521,2014-07-21,21.7,24.7,18.9,"NNE",NA,14.9
1695,8548,2014-07-21,18.6,25,14.4,"NNW",36,8.7
1696,8521,2014-07-21,21.7,24.7,18.9,"NNE",NA,14.9
1697,8561,2014-07-21,20.5,27.8,14.2,"NW",39.6,14.9
1698,8521,2014-07-22,22.2,25.1,19.4,"WSW",NA,8.6
1699,8521,2014-07-22,22.2,25.1,19.4,"WSW",NA,8.6
1700,8575,2014-07-22,20.7,28.4,10.9,"WNW",25.2,4.5
1701,8570,2014-07-22,25.1,32.4,16.1,"NW",21.6,6.6
1702,8558,2014-07-22,24.6,34.1,14,"WNW",39.6,9.9
1703,8567,2014-07-22,21.5,28.6,12.1,"W",25.2,3.3
1704,8521,2014-07-22,22.2,25.1,19.4,"WSW",NA,8.6
1707,8541,2014-07-23,19.4,24.7,15,"NNW",36,12.5
1708,8562,2014-07-23,25.6,37,15.8,"W",NA,13.2
1709,8521,2014-07-23,22.8,26.9,20,"N",39.6,17.1
1710,8558,2014-07-23,25.2,36.6,14.6,"WNW",43.2,10.8
1711,8567,2014-07-23,23.8,32,15.9,"W",28.8,4.1
1712,8558,2014-07-23,25.2,36.6,14.6,"WNW",43.2,10.8
1714,8567,2014-07-23,23.8,32,15.9,"W",28.8,4.1
1715,8558,2014-07-23,25.2,36.6,14.6,"WNW",43.2,10.8
1716,8567,2014-07-24,20.2,27.6,15.4,"SSW",28.8,9
1717,8558,2014-07-24,21.9,31.7,14.4,"WNW",43.2,17.1
1718,8548,2014-07-24,18.7,22,17,"NW",28.8,9.8
1719,8521,2014-07-24,22.1,24.9,20.7,"NNE",28.8,14.4
1720,8558,2014-07-24,21.9,31.7,14.4,"WNW",43.2,17.1
1721,8521,2014-07-24,22.1,24.9,20.7,"NNE",28.8,14.4
1722,8570,2014-07-24,22.8,33.1,15.5,"W",36,12.2
1723,8567,2014-07-25,19.5,26.1,15.1,"SSW",25.2,7.4
1725,8567,2014-07-25,19.5,26.1,15.1,"SSW",25.2,7.4
1726,8570,2014-07-25,22.4,31.3,14.7,"W",32.4,9.5
1727,8551,2014-07-25,18.7,24.4,14.5,"CAL",25.2,0
1728,8561,2014-07-25,20.7,28.7,14.7,"NW",39.6,17.6
1729,8567,2014-07-25,19.5,26.1,15.1,"SSW",25.2,7.4
1731,8570,2014-07-25,22.4,31.3,14.7,"W",32.4,9.5
1732,8548,2014-07-25,19,24.4,17.1,"NW",25.2,7.1
1733,8548,2014-07-25,19,24.4,17.1,"NW",25.2,7.1
1734,8558,2014-07-25,21,29.7,14.4,"WNW",43.2,15.3
1735,8558,2014-07-26,20.6,28.6,11.9,"WNW",25.2,9.5
1736,8521,2014-07-26,21,23.4,18.4,"N",NA,13.1
1737,8521,2014-07-26,21,23.4,18.4,"N",NA,13.1
1738,8575,2014-07-26,24,31.3,16.4,"WNW",25.2,6.8
1740,8567,2014-07-26,23.1,31.2,15.6,"WNW",25.2,5.9
1741,8570,2014-07-26,23.2,32.4,14.7,"W",25.2,6.5
1742,8562,2014-07-26,20.9,28.2,14.6,"WNW",NA,11.1
1743,8554,2014-07-26,21.9,24.4,17.8,"WSW",28.8,9.6
1744,8567,2014-07-26,23.1,31.2,15.6,"WNW",25.2,5.9
1745,8570,2014-07-26,23.2,32.4,14.7,"W",25.2,6.5
1746,8558,2014-07-26,20.6,28.6,11.9,"WNW",25.2,9.5
1747,8562,2014-07-26,20.9,28.2,14.6,"WNW",NA,11.1
1748,8551,2014-07-27,18.3,23.3,15.7,"CAL",21.6,0
1749,8537,2014-07-27,NA,NA,NA,NA,NA,NA
1750,8567,2014-07-27,24.9,33.5,19.5,"W",25.2,4.8
1751,8551,2014-07-27,18.3,23.3,15.7,"CAL",21.6,0
1752,8561,2014-07-27,23.1,33,14.2,"W",36,10.8
1753,8558,2014-07-27,22.9,33.8,14.2,"WSW",28.8,8.6
1754,8541,2014-07-27,19.8,23.9,15.9,"WNW",25.2,5.6
1755,8558,2014-07-27,22.9,33.8,14.2,"WSW",28.8,8.6
1756,8570,2014-07-27,24.7,32.9,15.1,"WSW",25.2,7.4
1758,8537,2014-07-27,NA,NA,NA,NA,NA,NA
1759,8531,2014-07-27,NA,21.8,NA,"SW",NA,7.2
1760,8521,2014-07-27,21.5,26.1,18.8,"N",NA,12.4
1761,8562,2014-07-27,23.8,34.7,14.6,"WSW",NA,10.8
1762,8570,2014-07-27,24.7,32.9,15.1,"WSW",25.2,7.4
1764,8567,2014-07-27,24.9,33.5,19.5,"W",25.2,4.8
1765,8567,2014-07-28,24.9,33.2,17.6,"W",32.4,5.6
1766,8522,2014-07-28,21.8,24.5,19.2,"W",NA,3.9
1767,8521,2014-07-28,21.6,24.8,18.9,"WSW",NA,9.9
1768,8551,2014-07-28,17.8,21.6,16.3,"CAL",NA,0
1769,8558,2014-07-28,22.3,34,14.9,"WSW",28.8,12.2
1770,8541,2014-07-28,19.6,23.7,16.5,"W",18,1.4
1771,8521,2014-07-28,21.6,24.8,18.9,"WSW",NA,9.9
1773,8558,2014-07-28,22.3,34,14.9,"WSW",28.8,12.2
1774,8567,2014-07-28,24.9,33.2,17.6,"W",32.4,5.6
1775,8567,2014-07-28,24.9,33.2,17.6,"W",32.4,5.6
1776,8521,2014-07-28,21.6,24.8,18.9,"WSW",NA,9.9
1777,8548,2014-07-28,20.7,28.8,17,"W",21.6,5.9
1778,8521,2014-07-28,21.6,24.8,18.9,"WSW",NA,9.9
1779,8521,2014-07-28,21.6,24.8,18.9,"WSW",NA,9.9
1781,8558,2014-07-28,22.3,34,14.9,"WSW",28.8,12.2
1783,8567,2014-07-29,23.6,31.1,16.4,"NNW",28.8,9.2
1784,8567,2014-07-29,23.6,31.1,16.4,"NNW",28.8,9.2
1786,8570,2014-07-29,25.9,34.3,17,"WNW",36,12.6
1787,8522,2014-07-29,22.9,25.5,19.7,"W",18,3.6
1789,8521,2014-07-29,22.4,25.6,19.6,"N",32.4,13.5
1790,8548,2014-07-29,18.7,25.1,15.7,"W",18,4.8
1791,8548,2014-07-29,18.7,25.1,15.7,"W",18,4.8
1792,8570,2014-07-29,25.9,34.3,17,"WNW",36,12.6
1794,8521,2014-07-29,22.4,25.6,19.6,"N",32.4,13.5
1795,8521,2014-07-29,22.4,25.6,19.6,"N",32.4,13.5
1796,8558,2014-07-29,22.6,32.6,15.4,"WSW",36,13.5
1797,8551,2014-07-29,21.9,27.7,16.6,"CAL",28.8,0
1798,8548,2014-07-29,18.7,25.1,15.7,"W",18,4.8
1799,8548,2014-07-29,18.7,25.1,15.7,"W",18,4.8
1800,8567,2014-07-29,23.6,31.1,16.4,"NNW",28.8,9.2
1801,8567,2014-07-29,23.6,31.1,16.4,"NNW",28.8,9.2
1802,8561,2014-07-29,22.3,31.7,16.2,"WNW",NA,15.3
1803,8548,2014-07-29,18.7,25.1,15.7,"W",18,4.8
1804,8522,2014-07-29,22.9,25.5,19.7,"W",18,3.6
1805,8551,2014-07-29,21.9,27.7,16.6,"CAL",28.8,0
1807,8558,2014-07-30,22.9,33.8,15.8,"W",18,5.4
1808,8548,2014-07-30,25,33.2,16.1,"NNE",36,9.9
1809,8558,2014-07-30,22.9,33.8,15.8,"W",18,5.4
1810,8521,2014-07-30,22,25.8,20.3,"NNE",32.4,16.2
1813,8548,2014-07-30,25,33.2,16.1,"NNE",36,9.9
1814,8570,2014-07-30,26.8,33.9,20.3,"NNE",36,12.3
1815,8558,2014-07-30,22.9,33.8,15.8,"W",18,5.4
1816,8548,2014-07-30,25,33.2,16.1,"NNE",36,9.9
