"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","firstInterv_date","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","temp","tempMax","windVelocity","windGust"
2916,"Trás-os-Montes","Bragança","Vimioso","Vimioso","41.1655555555556",-6.15944444444444,"firepit",2015-02-08,17:06:00,2015-02-08,2015-02-08,0,1,0,1,0.19,0,5,12.4,4.1,18
2917,"Trás-os-Montes","Bragança","Vila FLor","Samões","41.1605555555556",-7.155,"firepit",2015-02-08,18:00:00,2015-02-08,2015-02-08,0,1,0,1,0.2,0,3.4,9.1,3.8,28.8
2918,"Trás-os-Montes","Vila Real","Sabrosa","Parada de Pinhão","41.1541666666667",-7.16305555555556,"firepit",2015-02-08,19:45:00,2015-02-08,2015-02-08,1,0,0,1,0.04,1,3.4,9.1,3.8,28.8
2919,"Beira Interior","Guarda","Guarda","Alvendre","40.1508333333333",-7.15194444444445,"agric_burn",2015-02-08,21:27:00,2015-02-09,2015-02-08,0,0,1,0,0.02,0,3.9,9,12.8,39.6
2920,"Trás-os-Montes","Bragança","Vimioso","Vale de Frades","41.1575",-6.15,"fire",2015-02-08,23:45:00,2015-02-09,2015-02-09,0,1,0,1,15.35,0,5,12.4,4.1,18
2921,"Beira Litoral","Viseu","Tondela","Lajeosa do Dão","40.1580555555556",-7.15555555555556,"firepit",2015-02-09,12:34:00,2015-02-10,2015-02-09,1,0,0,1,0.24,0,3.5,8.6,16.7,36
2922,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Facha","41.1619444444444",-8.15722222222222,"firepit",2015-02-09,13:23:00,2015-02-09,2015-02-09,1,0,0,1,0.5,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2923,"Beira Interior","Castelo Branco","Penamacor","Penamacor","40.1647222222222",-7.16638888888889,"firepit",2015-02-09,13:24:00,2015-02-09,2015-02-09,0,1,0,1,0.001,0,3.5,8.6,16.7,36
2924,"Beira Litoral","Coimbra","Penacova","Penacova","40.1625",-8.15861111111111,"firepit",2015-02-09,13:40:00,2015-02-09,2015-02-09,0,1,0,1,0.14,0,5.7,9.7,13.7,43.2
2925,"Beira Litoral","Aveiro","Albergaria-a-Velha","Albergaria-a-Velha","40.1594444444444",-8.16277777777778,"firepit",2015-02-09,13:52:00,2015-02-09,2015-02-09,0,1,0,1,5e-04,0,5.7,9.7,13.7,43.2
2926,"Trás-os-Montes","Bragança","Mirandela","União das freguesias de Franco e Vila Boa","41.1516666666667",-7.15916666666667,"firepit",2015-02-09,14:21:00,2015-02-09,2015-02-09,0,1,0,1,0.07,0,3.4,8.6,6.3,39.6
2927,"Entre Douro e Minho","Braga","Esposende","Gemeses","41.1511111111111",-8.16,"firepit",2015-02-09,14:39:00,2015-02-09,2015-02-09,0,1,0,1,0.3,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2928,"Entre Douro e Minho","Porto","Amarante","Lomba","41.1622222222222",-8.16305555555556,"fire",2015-02-09,14:55:00,2015-02-09,2015-02-09,0.769230769230769,0.230769230769231,0,1,1.3,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2929,"Entre Douro e Minho","Braga","Celorico de Basto","Codeçoso","41.1547222222222",-8.16083333333333,"firepit",2015-02-09,15:19:00,2015-02-09,2015-02-09,1,0,0,1,0.5,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2930,"Beira Litoral","Leiria","Porto de Mós","Mira de Aire","39.1558333333333",-8.15,"agriculture",2015-02-09,16:06:00,2015-02-09,2015-02-09,0,0,1,0,0.2,0,4,11.7,10.4,39.6
2931,"Alentejo","Portalegre","Ponte de Sor","Longomel","39.155",-7.1525,"agriculture",2015-02-09,16:23:00,2015-02-09,2015-02-09,0,0,1,0,0.47063,0,21.4126939351199,27.1881523272214,14.3732016925247,41.0200520833333
2932,"Trás-os-Montes","Viseu","Penedono","Póvoa de Penela","41.1525",-7.16333333333333,"firepit",2015-02-09,17:00:00,2015-02-09,2015-02-09,0,1,0,1,0.063,0,3.4,8.6,6.3,39.6
2933,"Lisboa e Vale do Tejo","Lisboa","Mafra","União das freguesias de Igreja Nova e Cheleiros","38.1658333333333",-9.1625,"agric_burn",2015-02-09,17:15:00,2015-02-09,2015-02-09,1,0,0,1,0.06,0,7.4,12.1,14.630612244898,38.5
2934,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Santa Marta da Montanha","41.155",-7.15472222222222,"firepit",2015-02-09,18:25:00,2015-02-09,2015-02-09,0,1,0,1,0.01,1,3.4,8.6,6.3,39.6
2935,"Alentejo","Portalegre","Alter do Chão","Alter do Chão","39.1622222222222",-7.16583333333333,"agriculture",2015-02-09,20:59:00,2015-02-09,2015-02-09,0,0,1,0,1e-04,0,21.4126939351199,27.1881523272214,14.3732016925247,41.0200520833333
2936,"Entre Douro e Minho","Braga","Terras De Bouro","Chorense","41.1627777777778",-8.15,"firepit",2015-02-10,02:11:00,2015-02-10,2015-02-10,0,1,0,1,0.5,0,5.2,11,5.7,28.8
2937,"Beira Litoral","Coimbra","Mira","Mira","40.1608333333333",-8.1575,"agriculture",2015-02-10,12:05:00,2015-02-10,2015-02-10,0,0,1,0,0.024,0,9.2,14.3,9.2,36
2938,"Beira Litoral","Leiria","Ansião","Ansião","39.15",-8.155,"agriculture",2015-02-10,12:45:00,2015-02-10,2015-02-10,0,0,1,0,0.4,0,7.3,14.2,14.9,32.4
2939,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Vilela","41.1533333333333",-8.16083333333333,"fire",2015-02-10,12:58:00,2015-02-10,2015-02-10,0.0720461095100865,0.927953890489914,0,1,6.94,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2940,"Entre Douro e Minho","Viana do Castelo","Ponte Da Barca","Vila Chã (São João Baptista)","41.1580555555556",-8.15527777777778,"fire",2015-02-10,13:26:00,2015-02-10,2015-02-10,0.375,0.625,0,1,1.6,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2941,"Entre Douro e Minho","Vila Real","Mondim de Basto","Bilhó","41.1627777777778",-7.15277777777778,"fire",2015-02-10,13:47:00,2015-02-10,2015-02-10,0,1,0,1,1.5,0,5.2,11,5.7,28.8
2942,"Beira Litoral","Viseu","Nelas","Canas de Senhorim","40.1563888888889",-7.1525,"firepit",2015-02-10,14:04:00,2015-02-10,2015-02-10,0,1,0,1,0.002,0,6.3,12.2,13.5,46.8
2943,"Beira Litoral","Viseu","São Pedro do Sul","União das freguesias de Carvalhais e Candal","40.165",-8.15055555555556,"firepit",2015-02-10,14:25:00,2015-02-10,2015-02-10,0,1,0,1,0.1,0,9.2,14.3,9.2,36
2944,"Beira Litoral","Coimbra","Tábua","Midões","40.1588888888889",-7.16277777777778,"fire",2015-02-10,15:50:00,2015-02-10,2015-02-10,0.25,0.5,0.25,0.75,2,0,6.3,12.2,13.5,46.8
2945,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Pedraça","41.1513888888889",-7.16277777777778,"fire",2015-02-10,16:06:00,2015-02-10,2015-02-10,1,0,0,1,1.8,0,5.2,11,5.7,28.8
2946,"Ribatejo e Oeste","Santarém","Abrantes","Pego","39.1533333333333",-8.15416666666667,"agriculture",2015-02-10,17:01:00,2015-02-10,2015-02-10,0,0,1,0,0.197,0,7.3,14.2,14.9,32.4
2947,"Alentejo","Portalegre","Ponte de Sor","Montargil","39.1597222222222",-8.15111111111111,"firepit",2015-02-10,17:09:00,2015-02-10,2015-02-10,1,0,0,1,0.0336,0,7.3,14.2,14.9,32.4
2948,"Entre Douro e Minho","Viseu","Cinfães","Nespereira","40.1569444444444",-8.15666666666667,"firepit",2015-02-10,18:38:00,2015-02-10,2015-02-10,0,1,0,1,0.5,0,9.2,14.3,9.2,36
2949,"Trás-os-Montes","Bragança","Vimioso","União das freguesias de Caçarelhos e Angueira","41.1658333333333",-6.15777777777778,"fire",2015-02-10,19:00:00,2015-02-10,2015-02-10,1,0,0,1,3.74,0,7.4,15.1,9.9,36
2950,"Trás-os-Montes","Vila Real","Vila Real","União das freguesias de Pena, Quintã e Vila Cova","41.1658333333333",-7.15361111111111,"fire",2015-02-10,19:05:00,2015-02-11,2015-02-10,0,1,0,1,1.7,0,5.2,11,5.7,28.8
2951,"Entre Douro e Minho","Braga","Terras De Bouro","Chorense","41.1627777777778",-8.15,"fire",2015-02-10,21:12:00,2015-02-10,2015-02-10,0.294117647058824,0.705882352941177,0,1,1.7,0,5.2,11,5.7,28.8
2952,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Taíde","41.1591666666667",-8.16361111111111,"firepit",2015-02-11,16:45:00,2015-02-11,2015-02-11,0,1,0,1,0.005,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2953,"Entre Douro e Minho","Viana do Castelo","Monção","Troviscoso","42.1538888888889",-8.165,"firepit",2015-02-11,18:08:00,2015-02-11,2015-02-11,1,0,0,1,0.03,0,7.5,15.6,8.1,25.2
2954,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Labruja","41.1586111111111",-8.16555555555556,"firepit",2015-02-11,18:49:00,2015-02-11,2015-02-11,1,0,0,1,0.12,1,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2955,"Beira Litoral","Aveiro","Anadia","Sangalhos","40.1605555555556",-8.15416666666667,"agriculture",2015-02-11,18:56:00,2015-02-11,2015-02-11,0,0,1,0,0.048,0,10.3,15.6,6.6,32.4
2956,"Entre Douro e Minho","Braga","Terras de Bouro","Gondoriz","41.1577777777778",-8.16555555555556,"firepit",2015-02-11,19:18:00,2015-02-11,2015-02-11,0,1,0,1,0.2,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2957,"Beira Litoral","Viseu","Viseu","Fragosela","40.1613888888889",-7.16138888888889,"firepit",2015-02-11,19:31:00,2015-02-11,2015-02-11,0,1,0,1,0.005,0,7.2,11.9,9.8,32.4
2958,"Beira Interior","Guarda","Fornos de Algodres","Vila Ruiva","40.1633333333333",-7.15083333333333,"agric_burn",2015-02-12,12:08:00,2015-02-12,2015-02-12,0,1,0,1,0.007,0,7.6,10.6,8,21.6
2959,"Beira Litoral","Aveiro","Sever do Vouga","Sever do Vouga","40.1530555555556",-8.15,"firepit",2015-02-12,15:27:00,2015-02-12,2015-02-12,1,0,0,1,0.06,0,9.8,14.6,5,33.9494645247657
2960,"Beira Interior","Guarda","Guarda","Jarmelo (São Pedro)","40.15",-7.15527777777778,"agric_burn",2015-02-13,11:06:00,2015-02-13,2015-02-13,0,0,1,0,5e-04,0,8.3,14.4,5.9,36.6646198830409
2961,"Alentejo","Évora","Mora","Cabeção","38.1538888888889",-8.16194444444444,"agric_burn",2015-02-17,12:12:00,2015-02-17,2015-02-17,0,0,1,0,0.68,0,10.2,14.7,23,39.6
2962,"Beira Interior","Guarda","Sabugal","Ruvina","40.1502777777778",-7.15111111111111,"agric_burn",2015-02-17,13:43:00,2015-02-17,2015-02-17,0,1,0,1,0.5,0,9,15.2,14.4,50.4
2963,"Beira Litoral","Viseu","Sátão","Sátão","40.1536111111111",-7.16138888888889,"agric_burn",2015-02-17,13:57:00,2015-02-17,2015-02-17,0,1,0,1,0.02,0,9,15.2,14.4,50.4
2964,"Algarve","Faro","Loulé","Alte","37.1638888888889",-8.15472222222222,"agriculture",2015-02-17,14:13:00,2015-02-17,2015-02-17,0,0,1,0,1e-04,0,12.5,15.6,13.8,54
2965,"Ribatejo e Oeste","Santarém","Coruche","Santana do Mato","38.1577777777778",-8.15083333333333,"fire",2015-02-17,14:14:00,2015-02-17,2015-02-17,0,1,0,1,1,0,10.2,14.7,23,39.6
2966,"Algarve","Faro","Monchique","Monchique","37.1580555555556",-8.16027777777778,"firepit",2015-02-17,14:58:00,2015-02-17,2015-02-17,0,1,0,1,0.001,0,12.5,15.6,13.8,54
2967,"Beira Interior","Guarda","Sabugal","Rapoula do Côa","40.15",-7.1625,"fire",2015-02-17,14:59:00,2015-02-17,2015-02-17,0.0793650793650794,0.793650793650794,0.126984126984127,0.873015873015873,126,0,9,15.2,14.4,50.4
2968,"Trás-os-Montes","Bragança","Vinhais","Vale das Fontes","41.1538888888889",-7.16555555555556,"fire",2015-02-17,16:20:00,2015-02-17,2015-02-17,0,1,0,1,1.68,0,7.3,12.6,14.6,50.4
2969,"Beira Litoral","Coimbra","Góis","Cadafaz","40.15",-8.15,"fire",2015-02-17,18:05:00,2015-02-17,2015-02-17,0,1,0,1,1,0,9.3,13.5,11.1,43.2
2970,"Trás-os-Montes","Viseu","Sernancelhe","Macieira","40.1558333333333",-7.16638888888889,"fire",2015-02-17,18:34:00,2015-02-17,2015-02-17,0,1,0,1,3.89,0,9,15.2,14.4,50.4
2971,"Beira Litoral","Coimbra","Coimbra","União das freguesias de São Martinho do Bispo e Ribeira de Frades","40.1555555555556",-8.16027777777778,"agriculture",2015-02-17,19:06:00,2015-02-17,2015-02-17,0,0,1,0,0.001,0,9.3,13.5,11.1,43.2
2972,"Entre Douro e Minho","Porto","Paredes","Louredo","41.1541666666667",-8.15361111111111,"firepit",2015-02-17,19:45:00,2015-02-17,2015-02-17,1,0,0,1,0.02,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2973,"Beira Litoral","Viseu","Vila Nova de Paiva","Alhais","40.1625",-7.16416666666667,"firepit",2015-02-17,20:07:00,2015-02-17,2015-02-17,0,1,0,1,0.15,0,9,15.2,14.4,50.4
2974,"Beira Litoral","Coimbra","Coimbra","Santo António dos Olivais","40.1505555555556",-8.16,"firepit",2015-02-18,01:38:00,2015-02-18,2015-02-18,0,1,0,1,0.8972,0,9.5,14.4,17.4,54
2975,"Ribatejo e Oeste","Santarém","Benavente","Benavente","38.1655555555556",-8.15861111111111,"agriculture",2015-02-18,08:47:00,2015-02-18,2015-02-18,0,0,1,0,0.0154,0,10.1,15.6,25.7,64.8
2976,"Ribatejo e Oeste","Santarém","Abrantes","Tramagal","39.1555555555556",-8.15694444444444,"firepit",2015-02-18,11:20:00,2015-02-18,2015-02-18,1,0,0,1,0.2761,0,9,15.4,19.4,54
2977,"Beira Interior","Guarda","Celorico da Beira","Carrapichana","40.1508333333333",-7.15638888888889,"firepit",2015-02-18,11:29:00,2015-02-18,2015-02-18,0,1,0,1,0.5,0,7.9,12.9,25.5,68.4
2978,"Alentejo","Portalegre","Ponte de Sor","Galveias","39.1569444444444",-7.16527777777778,"firepit",2015-02-18,12:30:00,2015-02-18,2015-02-18,0,1,0,1,0.2756,0,21.4126939351199,27.1881523272214,14.3732016925247,41.0200520833333
2979,"Beira Interior","Guarda","Almeida","Malpartida","40.1633333333333",-6.15611111111111,"firepit",2015-02-18,14:17:00,2015-02-18,2015-02-18,0,1,0,1,0.96,0,7.9,12.9,25.5,68.4
2980,"Algarve","Faro","Loulé","Quarteira","37.1627777777778",-8.15583333333333,"agriculture",2015-02-18,15:01:00,2015-02-18,2015-02-18,0,0,1,0,1e-04,0,13.2,17.5,22.5,64.8
2981,"Alentejo","Évora","Montemor-o-Novo","Nossa Senhora do Bispo","38.1591666666667",-8.15694444444444,"agric_burn",2015-02-18,15:48:00,2015-02-18,2015-02-18,0,1,0,1,0.005,0,10.1,15.6,25.7,64.8
2982,"Beira Litoral","Viseu","Mangualde","Freixiosa","40.1605555555556",-7.16055555555556,"firepit",2015-02-18,16:41:00,2015-02-18,2015-02-18,0,1,0,1,0.2069,0,7.9,12.9,25.5,68.4
2983,"Beira Litoral","Aveiro","Santa Maria da Feira","União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo","40.1602777777778",-8.15861111111111,"firepit",2015-02-18,16:44:00,2015-02-18,2015-02-18,0,1,0,1,0.009,0,9.5,14.4,17.4,54
2984,"Trás-os-Montes","Vila Real","Murça","Jou","41.1511111111111",-7.15055555555556,"fire",2015-02-18,17:40:00,2015-02-18,2015-02-18,0,1,0,1,1,0,6.3,13.1,10.5,43.2
2985,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Travassos","41.1533333333333",-8.15166666666667,"fire",2015-02-18,18:05:00,2015-02-18,2015-02-18,0.003003003003003,0.996996996996997,0,1,16.65,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
2986,"Trás-os-Montes","Vila Real","Chaves","Calvão","41.1519444444444",-7.15694444444444,"firepit",2015-02-18,19:32:00,2015-02-18,2015-02-18,0,1,0,1,0.8,0,6.3,13.1,10.5,43.2
2987,"Beira Interior","Guarda","Celorico da Beira","Maçal do Chão","40.1525",-7.15638888888889,"agric_burn",2015-02-18,19:40:00,2015-02-18,2015-02-18,0,1,0,1,0.1,0,7.9,12.9,25.5,68.4
2988,"Beira Interior","Castelo Branco","Idanha-a-Nova","Salvaterra do Extremo","39.1552777777778",-6.16,"firepit",2015-02-18,21:51:00,2015-02-18,2015-02-18,0,1,0,1,0.01,1,19.6384615384615,25.9110465116279,12.2694348327566,36.6646198830409
2989,"Beira Litoral","Leiria","Marinha Grande","Marinha Grande","39.1569444444444",-8.15805555555556,"agriculture",2015-02-18,21:54:00,2015-02-18,2015-02-18,0,0,1,0,0.005,1,9,15.4,19.4,54
2990,"Beira Interior","Castelo Branco","Idanha-a-Nova","União das freguesias de Monfortinho e Salvaterra do Extremo","39.1597222222222",-6.15333333333333,"firepit",2015-02-18,22:18:00,2015-02-18,2015-02-18,0,1,0,1,0.0065,1,19.6384615384615,25.9110465116279,12.2694348327566,36.6646198830409
2991,"Trás-os-Montes","Vila Real","Vila Real","Vilarinho de Samardã","41.1502777777778",-7.15583333333333,"firepit",2015-02-19,12:14:00,2015-02-19,2015-02-19,0,1,0,1,0.48,1,4.8,10.6,6,32.4
2992,"Beira Litoral","Leiria","Figueiró dos Vinhos","Arega","39.1622222222222",-8.15694444444444,"firepit",2015-02-19,12:20:00,2015-02-19,2015-02-19,0,1,0,1,0.14,0,10.1,16.4,14.9,43.2
2993,"Beira Litoral","Aveiro","Águeda","União das freguesias do Préstimo e Macieira de Alcoba","40.1525",-8.15138888888889,"firepit",2015-02-19,13:03:00,2015-02-19,2015-02-19,0.625,0.375,0,1,0.4,0,9.4,14.2,13.2,50.4
2994,"Ribatejo e Oeste","Lisboa","Loures","Loures","38.1544444444444",-9.16583333333333,"agriculture",2015-02-19,13:07:00,2015-02-19,2015-02-19,0,0,1,0,0.001,0,11.4,17.5,17.5,39.4609442060086
2995,"Trás-os-Montes","Vila Real","Vila Real","Vila Marim","41.1544444444444",-7.16111111111111,"firepit",2015-02-19,13:18:00,2015-02-19,2015-02-19,0,1,0,1,0.1,1,4.8,10.6,6,32.4
2996,"Beira Interior","Guarda","Guarda","Faia","40.1522222222222",-7.15638888888889,"fire",2015-02-19,16:13:00,2015-02-19,2015-02-19,0,1,0,1,2.5,0,8,14.1,15.8,43.2
2997,"Beira Interior","Guarda","Guarda","Cavadoude","40.1594444444444",-7.16638888888889,"fire",2015-02-19,16:15:00,2015-02-19,2015-02-19,0,1,0,1,2,0,8,14.1,15.8,43.2
2998,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","União das freguesias de Formariz e Ferreira","41.1647222222222",-8.15055555555556,"firepit",2015-02-19,17:26:00,2015-02-19,2015-02-19,0.121951219512195,0.878048780487805,0,1,0.82,1,4.8,10.6,6,32.4
2999,"Trás-os-Montes","Bragança","Vimioso","Vimioso","41.1655555555556",-6.15944444444444,"firepit",2015-02-19,19:32:00,2015-02-19,2015-02-19,0,1,0,1,0.51,0,6.7,13.8,8.1,28.8
3000,"Ribatejo e Oeste","Leiria","Caldas da Rainha","A dos Francos","39.165",-9.15722222222222,"agriculture",2015-02-20,12:17:00,2015-02-20,2015-02-20,0,0,1,0,0.005,0,12.3,15.2,10.8,21.6
3001,"Alentejo","Setúbal","Santiago do Cacém","Vale de Água","37.1652777777778",-8.16083333333333,"firepit",2015-02-20,16:09:00,2015-02-20,2015-02-20,1,0,0,1,0.1288,0,12.7,17.6,10.2,36
3002,"Beira Litoral","Coimbra","Coimbra","União das freguesias de Trouxemil e Torre de Vilela","40.1530555555556",-8.15805555555556,"agriculture",2015-02-20,17:08:00,2015-02-20,2015-02-20,0,0,1,0,0.001,0,10.4,16.1,5.6,28.8
3003,"Entre Douro e Minho","Viseu","Resende","Resende","41.1522222222222",-7.16083333333333,"firepit",2015-02-20,18:07:00,2015-02-20,2015-02-20,0,1,0,1,1e-04,0,6.5,12.4,2.3,18
3004,"Beira Interior","Guarda","Celorico da Beira","Maçal do Chão","40.1580555555556",-7.15805555555556,"fire",2015-02-20,19:07:00,2015-02-21,2015-02-20,0,1,0,1,2.5,0,9.1,14.2,8.1,32.4
3005,"Alentejo","Portalegre","Castelo De Vide","São João Baptista","39.1633333333333",-7.15333333333333,"firepit",2015-02-21,14:25:00,2015-02-21,2015-02-21,1,0,0,1,0.001,0,21.4126939351199,27.1881523272214,14.3732016925247,41.0200520833333
3006,"Trás-os-Montes","Bragança","Torre de Moncorvo","Carviçais","41.1536111111111",-6.15055555555556,"firepit",2015-02-21,14:35:00,2015-02-21,2015-02-21,0,1,0,1,0.66,0,10.5,12.1,9,36
3007,"Entre Douro e Minho","Braga","Amares","Bouro (Santa Marta)","41.1552777777778",-8.15472222222222,"fire",2015-02-21,15:10:00,2015-02-21,2015-02-21,0,1,0,1,3.5,0,18.0605009633911,25.6203275529865,7.0720502901354,31.1170682730924
3008,"Trás-os-Montes","Vila Real","Chaves","Redondelo","41.1594444444444",-7.16444444444444,"fire",2015-02-21,16:24:00,2015-02-21,2015-02-21,0,1,0,1,2,0,7.9,9.6,7.5,32.4
3009,"Trás-os-Montes","Bragança","Vila FLor","Freixiel","41.1630555555556",-7.16583333333333,"fire",2015-02-21,16:57:00,2015-02-21,2015-02-21,0.142857142857143,0.857142857142857,0,1,3.5,0,7.9,9.6,7.5,32.4
3010,"Beira Interior","Guarda","Guarda","Cavadoude","40.1505555555556",-7.16111111111111,"firepit",2015-02-21,17:30:00,2015-02-21,2015-02-21,0,1,0,1,0.6,0,9.1,11.9,7.5,25.2
3011,"Beira Interior","Guarda","Mêda","Vale Flor","40.165",-7.15444444444444,"fire",2015-02-22,13:50:00,2015-02-22,2015-02-22,0.265486725663717,0.734513274336283,0,1,11.3,0,10.1,17.2,13.8,39.6
3012,"Beira Interior","Guarda","Gouveia","Folgosinho","40.155",-7.15805555555556,"agric_burn",2015-02-22,14:00:00,2015-02-22,2015-02-22,0,1,0,1,1.5,0,10.1,17.2,13.8,39.6
3013,"Beira Interior","Guarda","Guarda","Maçainhas","40.1569444444444",-7.16111111111111,"agric_burn",2015-02-22,14:08:00,2015-02-22,2015-02-22,0,1,0,1,0.05,0,10.1,17.2,13.8,39.6
3014,"Beira Interior","Guarda","Sabugal","Sabugal","40.1555555555556",-7.155,"firepit",2015-02-22,14:20:00,2015-02-22,2015-02-22,0.659090909090909,0.340909090909091,0,1,0.88,0,10.1,17.2,13.8,39.6
3015,"Beira Interior","Castelo Branco","Castelo Branco","União das freguesias de Cebolais de Cima e Retaxo","39.1622222222222",-7.16138888888889,"firepit",2015-02-22,14:20:00,2015-02-22,2015-02-22,0,1,0,1,0.0165,1,19.6384615384615,25.9110465116279,12.2694348327566,36.6646198830409
3016,"Beira Interior","Guarda","Guarda","Vale de Estrela","40.1644444444444",-7.15861111111111,"firepit",2015-02-22,16:19:00,2015-02-22,2015-02-22,0,1,0,1,0.4,0,10.1,17.2,13.8,39.6
3017,"Trás-os-Montes","Bragança","Torre de Moncorvo","União das freguesias de Felgar e Souto da Velha","41.1655555555556",-7.16138888888889,"firepit",2015-02-22,17:00:00,2015-02-22,2015-02-22,0,1,0,1,0.02,0,7.4,13.1,8.9,39.6
3018,"Beira Interior","Guarda","Sabugal","Casteleiro","40.1658333333333",-7.16027777777778,"agric_burn",2015-02-22,18:05:00,2015-02-22,2015-02-22,0,1,0,1,1,0,2,5.6,48.5,36.6646198830409
3019,"Beira Litoral","Viseu","Sátão","Mioma","40.165",-7.16138888888889,"firepit",2015-02-22,18:47:00,2015-02-22,2015-02-22,0,1,0,1,0.0811,1,10.1,17.2,13.8,39.6
3020,"Trás-os-Montes","Bragança","Vila FLor","Freixiel","41.1630555555556",-7.16583333333333,"firepit",2015-02-23,08:20:00,2015-02-23,2015-02-23,0,1,0,1,0.1,0,8.3,12.8,8,39.6
3021,"Algarve","Faro","Monchique","Marmelete","37.1525",-8.15111111111111,"firepit",2015-02-23,10:45:00,2015-02-23,2015-02-23,0,1,0,1,0.006,1,13.5,17.9,15.5,54
3022,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39.15",-7.16527777777778,"firepit",2015-02-23,15:25:00,2015-02-23,2015-02-23,1,0,0,1,0.3154,0,19.6384615384615,25.9110465116279,12.2694348327566,36.6646198830409
3023,"Beira Interior","Castelo Branco","Covilhã","União das freguesias de Cantar-Galo e Vila do Carvalho","40.1622222222222",-7.15916666666667,"firepit",2015-02-23,15:47:00,2015-02-23,2015-02-23,0.25,0.75,0,1,0.12,0,10.8,17.3,11.3,39.6
3024,"Trás-os-Montes","Viseu","Lamego","Sande","41.1561111111111",-7.165,"firepit",2015-02-23,16:10:00,2015-02-23,2015-02-23,0,1,0,1,0.26,0,8.3,12.8,8,39.6
3025,"Trás-os-Montes","Bragança","Alfândega da Fé","União das freguesias de Agrobom, Saldonha e Vale Pereiro","41.1625",-6.16555555555556,"firepit",2015-02-23,17:44:00,2015-02-23,2015-02-23,0,1,0,1,0.52,0,10,11.8,4.1,21.6
3026,"Trás-os-Montes","Bragança","Vila FLor","Vale Frechoso","41.1575",-7.15694444444444,"fire",2015-02-24,15:26:00,2015-02-24,2015-02-24,0,1,0,1,2.3,1,7.1,11.7,14.9,57.6
3027,"Lisboa e Vale do Tejo","Lisboa","Mafra","União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário","39.1605555555556",-9.15222222222222,"agric_burn",2015-02-24,17:45:00,2015-02-24,2015-02-24,0,0,1,0,0.01,0,18.8326530612245,24.7244897959184,16.8,38.5
3028,"Ribatejo e Oeste","Santarém","Chamusca","Chamusca","39.15",-8.15222222222222,"agriculture",2015-02-25,08:38:00,2015-02-25,2015-02-25,0,0,1,0,4e-04,0,8.7,14.3,20.7,54
3029,"Algarve","Faro","Loulé","Salir","37.1588888888889",-8.15638888888889,"fire",2015-02-25,11:31:00,2015-02-25,2015-02-25,0,1,0,1,1,0,12.3,17.3,15.2,43.2
3030,"Beira Interior","Castelo Branco","Penamacor","Salvador","40.1533333333333",-7.16111111111111,"firepit",2015-02-25,11:33:00,2015-02-25,2015-02-25,1,0,0,1,0.05,0,7.7,12.8,12.3,46.8
3031,"Beira Interior","Guarda","Sabugal","Sabugal","40.1608333333333",-7.15611111111111,"fire",2015-02-25,13:29:00,2015-02-25,2015-02-25,0.439775910364146,0.280112044817927,0.280112044817927,0.719887955182073,3.57,0,7.7,12.8,12.3,46.8
3032,"Alentejo","Beja","Odemira","Odemira (São Salvador)","37.1561111111111",-8.16055555555556,"firepit",2015-02-25,17:20:00,2015-02-25,2015-02-25,0,1,0,1,0.1275,0,12.3,17.3,15.2,43.2
3033,"Ribatejo e Oeste","Setúbal","Palmela","Quinta do Anjo","38.1525",-8.15611111111111,"firepit",2015-02-25,20:36:00,2015-02-25,2015-02-25,1,0,0,1,0.1045,1,8.6,14.4,22.5,46.8
3034,"Trás-os-Montes","Bragança","Vila FLor","Freixiel","41.1630555555556",-7.16583333333333,"fire",2015-02-26,10:30:00,2015-02-26,2015-02-26,0,1,0,1,1,0,7.4,11.8,7.4,36
